Period,Trade Flow,Reporter,Partner,2nd Partner,Customs Desc,Transport Mode,Commodity Code,Trade Value (US$),Net Weight(kg),Gross Weight,Qty Unit,Qty,Alternate Quantity unit,Alternate Quantity
2022,X,Andorra,World,World,TOTAL CPC,TOTAL MOT,854231,"$6,020,931",2381,,N/A,,kg,2381
2022,X,Andorra,World,World,TOTAL CPC,TOTAL MOT,854232,"$18,244",105,,N/A,,kg,105
2022,X,Angola,World,World,TOTAL CPC,TOTAL MOT,854231,"$104,774",345,,N/A,,kg,345
2022,X,Argentina,World,World,TOTAL CPC,TOTAL MOT,854231,"$609,241",846,,u,3404,u,3404
2022,X,Argentina,World,World,TOTAL CPC,TOTAL MOT,854232,"$3,070",5,,u,58,u,58
2022,X,Armenia,World,World,TOTAL CPC,TOTAL MOT,854231,"$2,865,509",14057,,u,326961,u,326961
2022,X,Armenia,World,World,TOTAL CPC,TOTAL MOT,854232,"$372,793",4349,,u,77872,u,77872
2022,X,Australia,World,World,TOTAL CPC,TOTAL MOT,854231,"$41,335,232",,73821,u,11573700,u,11573700
2022,X,Australia,World,World,TOTAL CPC,TOTAL MOT,854232,"$7,094,960",3398,9701,u,2041935,u,2041935
2022,X,Austria,World,World,TOTAL CPC,TOTAL MOT,854231,"$263,211,962",755780,,N/A,,N/A,
2022,X,Austria,World,World,TOTAL CPC,TOTAL MOT,854232,"$24,610,542",27278,,u,10202496,N/A,
2022,X,Azerbaijan,World,World,TOTAL CPC,TOTAL MOT,854231,"$43,792",19,,u,32,u,32
2022,X,Azerbaijan,World,World,TOTAL CPC,TOTAL MOT,854232,$72,1,,u,5,u,5
2022,X,Bahrain,World,World,TOTAL CPC,TOTAL MOT,854231,"$1,643,215",22677,,u,1355,u,1355
2022,X,Bahrain,World,World,TOTAL CPC,TOTAL MOT,854232,"$13,573",10,,u,88,u,88
2022,X,Barbados,World,World,TOTAL CPC,TOTAL MOT,854231,$837,2,,N/A,,kg,2
2022,X,Belgium,World,World,TOTAL CPC,TOTAL MOT,854231,"$1,207,961,729",807644,,N/A,,N/A,
2022,X,Belgium,World,World,TOTAL CPC,TOTAL MOT,854232,"$343,211,667",3802166,,u,1572664547,N/A,
2022,X,Bolivia (Plurinational State of),World,World,TOTAL CPC,TOTAL MOT,854231,"$13,410",87,90,N/A,,kg,87
2022,X,Bolivia (Plurinational State of),World,World,TOTAL CPC,TOTAL MOT,854232,$5,0,0,N/A,,kg,0
2022,X,Bosnia Herzegovina,World,World,TOTAL CPC,TOTAL MOT,854231,"$122,638",1031,,N/A,,kg,1031
2022,X,Bosnia Herzegovina,World,World,TOTAL CPC,TOTAL MOT,854232,"$8,330",18,,N/A,,kg,18
2022,X,Botswana,World,World,TOTAL CPC,TOTAL MOT,854231,"$50,983",155,,u,95,u,95
2022,X,Botswana,World,World,TOTAL CPC,TOTAL MOT,854232,$54,0,,u,1,u,1
2022,X,Brazil,World,World,TOTAL CPC,TOTAL MOT,854231,"$39,652,148",109786,,u,26321155,N/A,
2022,X,Brazil,World,World,TOTAL CPC,TOTAL MOT,854232,"$13,433,410",3211,,u,3113505,u,3113505
2022,X,Brunei Darussalam,World,World,TOTAL CPC,TOTAL MOT,854231,"$82,150",,,u,253,u,253
2022,X,Brunei Darussalam,World,World,TOTAL CPC,TOTAL MOT,854232,$58,0,,u,1,u,1
2022,X,Bulgaria,World,World,TOTAL CPC,TOTAL MOT,854231,"$417,434,864",448222,,N/A,,N/A,
2022,X,Bulgaria,World,World,TOTAL CPC,TOTAL MOT,854232,"$2,592,583",5081,,N/A,,N/A,
2022,X,Canada,World,World,TOTAL CPC,TOTAL MOT,854231,"$750,327,750",,,u,30197029,u,30197029
2022,X,Canada,World,World,TOTAL CPC,TOTAL MOT,854232,"$44,863,689",21492,,u,47904918,u,47904918
2022,X,Chile,World,World,TOTAL CPC,TOTAL MOT,854231,"$1,240,854",,,u,4270,u,4270
2022,X,Chile,World,World,TOTAL CPC,TOTAL MOT,854232,"$37,077",17,,u,234,u,234
2022,X,China,World,World,TOTAL CPC,TOTAL MOT,854231,"$52,263,191,419",16379852,,u,79759201932,N/A,
2022,X,China,World,World,TOTAL CPC,TOTAL MOT,854232,"$70,297,732,758",4586074,,u,24754173541,N/A,
2022,X,"China, Hong Kong SAR",World,World,TOTAL CPC,TOTAL MOT,854231,"$81,289,921,398",,,N/A,,N/A,
2022,X,"China, Hong Kong SAR",World,World,TOTAL CPC,TOTAL MOT,854232,"$37,643,977,488",18034046,,N/A,,N/A,
2022,X,"China, Macao SAR",World,World,TOTAL CPC,TOTAL MOT,854231,"$10,497,704",609,,N/A,,N/A,
2022,X,Croatia,World,World,TOTAL CPC,TOTAL MOT,854231,"$7,316,229",77296,,N/A,,kg,77296
2022,X,Croatia,World,World,TOTAL CPC,TOTAL MOT,854232,"$164,090",7534,,u,94959,N/A,
2022,X,Cyprus,World,World,TOTAL CPC,TOTAL MOT,854231,"$116,570",129,,N/A,,N/A,
2022,X,Cyprus,World,World,TOTAL CPC,TOTAL MOT,854232,"$1,194",2,,u,36,u,36
2022,X,Czechia,World,World,TOTAL CPC,TOTAL MOT,854231,"$1,020,850,101",2200442,,N/A,,N/A,
2022,X,Czechia,World,World,TOTAL CPC,TOTAL MOT,854232,"$119,927,387",1072913,,u,19956193,N/A,
2022,X,Denmark,World,World,TOTAL CPC,TOTAL MOT,854231,"$156,333,391",1201524,,N/A,,kg,1201524
2022,X,Denmark,World,World,TOTAL CPC,TOTAL MOT,854232,"$28,654,300",110700,,u,3001264,N/A,
2022,X,Dominican Rep.,World,World,TOTAL CPC,TOTAL MOT,854231,"$51,481",4218,,u,4145,u,4145
2022,X,Dominican Rep.,World,World,TOTAL CPC,TOTAL MOT,854232,"$2,902",20,,u,980,u,980
2022,X,Egypt,World,World,TOTAL CPC,TOTAL MOT,854231,"$337,507",,,N/A,,N/A,
2022,X,Egypt,World,World,TOTAL CPC,TOTAL MOT,854232,"$629,010",301,,N/A,,N/A,
2022,X,El Salvador,World,World,TOTAL CPC,TOTAL MOT,854231,"$144,389",1742,,N/A,,kg,1742
2022,X,El Salvador,World,World,TOTAL CPC,TOTAL MOT,854232,$715,4,,N/A,,kg,4
2022,X,Estonia,World,World,TOTAL CPC,TOTAL MOT,854231,"$26,945,359",53181,,N/A,,kg,53181
2022,X,Estonia,World,World,TOTAL CPC,TOTAL MOT,854232,"$3,058,091",8902,,u,1192789,N/A,
2022,X,Fiji,World,World,TOTAL CPC,TOTAL MOT,854231,$935,,,N/A,,N/A,
2022,X,Finland,World,World,TOTAL CPC,TOTAL MOT,854231,"$260,150,861",18284,,N/A,,N/A,
2022,X,Finland,World,World,TOTAL CPC,TOTAL MOT,854232,"$10,890,118",2649,,N/A,,N/A,
2022,X,France,World,World,TOTAL CPC,TOTAL MOT,854231,"$2,701,301,678",1349616,,N/A,,N/A,
2022,X,France,World,World,TOTAL CPC,TOTAL MOT,854232,"$1,012,283,727",276635,,u,381110928,N/A,
2022,X,French Polynesia,World,World,TOTAL CPC,TOTAL MOT,854231,"$3,159",124,,N/A,,kg,124
2022,X,French Polynesia,World,World,TOTAL CPC,TOTAL MOT,854232,$58,0,,N/A,,kg,0
2022,X,Georgia,World,World,TOTAL CPC,TOTAL MOT,854231,"$197,428",160,,u,10319,u,10319
2022,X,Georgia,World,World,TOTAL CPC,TOTAL MOT,854232,"$112,867",72,,u,475,u,475
2022,X,Germany,World,World,TOTAL CPC,TOTAL MOT,854231,"$9,674,743,006",3502726,,N/A,,N/A,
2022,X,Germany,World,World,TOTAL CPC,TOTAL MOT,854232,"$995,166,238",604632,,u,1094796443,N/A,
2022,X,Greece,World,World,TOTAL CPC,TOTAL MOT,854231,"$21,583,165",63242,,N/A,,kg,63242
2022,X,Greece,World,World,TOTAL CPC,TOTAL MOT,854232,"$4,507,826",1056,,N/A,,kg,1056
2022,X,Grenada,World,World,TOTAL CPC,TOTAL MOT,854231,$74,5,,N/A,,kg,5
2022,X,Guatemala,World,World,TOTAL CPC,TOTAL MOT,854231,"$99,502",45944,,N/A,,kg,45944
2022,X,Guatemala,World,World,TOTAL CPC,TOTAL MOT,854232,"$830,659",85015,,N/A,,kg,85015
2022,X,Hungary,World,World,TOTAL CPC,TOTAL MOT,854231,"$350,363,670",683058,,N/A,,kg,682836
2022,X,Hungary,World,World,TOTAL CPC,TOTAL MOT,854232,"$29,839,978",,,N/A,,N/A,
2022,X,Iceland,World,World,TOTAL CPC,TOTAL MOT,854231,"$7,506",71,,N/A,,kg,71
2022,X,Iceland,World,World,TOTAL CPC,TOTAL MOT,854232,"$4,711",12,,N/A,,kg,12
2022,X,India,World,World,TOTAL CPC,TOTAL MOT,854231,"$234,646,510",,,u,109857728,u,109857722
2022,X,India,World,World,TOTAL CPC,TOTAL MOT,854232,"$40,078,207",19200,,N/A,,u,4848409
2022,X,Ireland,World,World,TOTAL CPC,TOTAL MOT,854231,"$11,354,126,760",313023,,N/A,,N/A,
2022,X,Ireland,World,World,TOTAL CPC,TOTAL MOT,854232,"$75,653,272",62480,,N/A,,N/A,
2022,X,Israel,World,World,TOTAL CPC,TOTAL MOT,854231,"$4,123,924,000",,,N/A,,N/A,
2022,X,Israel,World,World,TOTAL CPC,TOTAL MOT,854232,"$84,957,000",40700,,N/A,,N/A,
2022,X,Italy,World,World,TOTAL CPC,TOTAL MOT,854231,"$453,377,426",1273787,,N/A,,N/A,
2022,X,Italy,World,World,TOTAL CPC,TOTAL MOT,854232,"$60,130,001",145486,,N/A,,N/A,
2022,X,Japan,World,World,TOTAL CPC,TOTAL MOT,854231,"$3,557,238,318",,,u,9084965952,u,9084965952
2022,X,Japan,World,World,TOTAL CPC,TOTAL MOT,854232,"$13,382,691,680",6411226,,u,7142586024,u,7142586024
2022,X,Jordan,World,World,TOTAL CPC,TOTAL MOT,854232,"$4,123",1,,N/A,,N/A,
2022,X,Kazakhstan,World,World,TOTAL CPC,TOTAL MOT,854231,"$16,534,593",672135,,N/A,,kg,672135
2022,X,Kazakhstan,World,World,TOTAL CPC,TOTAL MOT,854232,"$3,495,693",10824,,N/A,,kg,10824
2022,X,Kyrgyzstan,World,World,TOTAL CPC,TOTAL MOT,854231,"$85,753",95,,N/A,,N/A,
2022,X,Kyrgyzstan,World,World,TOTAL CPC,TOTAL MOT,854232,$95,1,,u,52,u,52
2022,X,Latvia,World,World,TOTAL CPC,TOTAL MOT,854231,"$88,069,081",130348,,N/A,,N/A,
2022,X,Latvia,World,World,TOTAL CPC,TOTAL MOT,854232,"$14,624,863",14493,,N/A,,N/A,
2022,X,Lebanon,World,World,TOTAL CPC,TOTAL MOT,854231,"$80,586",804,,N/A,,N/A,
2022,X,Lebanon,World,World,TOTAL CPC,TOTAL MOT,854232,"$1,389",1,,N/A,,kg,1
2022,X,Lithuania,World,World,TOTAL CPC,TOTAL MOT,854231,"$17,197,359",132036,,N/A,,kg,132036
2022,X,Lithuania,World,World,TOTAL CPC,TOTAL MOT,854232,"$740,549",1277,,u,907317,N/A,
2022,X,Luxembourg,World,World,TOTAL CPC,TOTAL MOT,854231,"$5,544,335",34433,,N/A,,kg,34433
2022,X,Luxembourg,World,World,TOTAL CPC,TOTAL MOT,854232,"$2,289,394",3161,,u,20856,N/A,
2022,X,Malta,World,World,TOTAL CPC,TOTAL MOT,854231,"$759,508,486",201302,,N/A,,kg,201302
2022,X,Malta,World,World,TOTAL CPC,TOTAL MOT,854232,"$437,811",149,,N/A,,kg,149
2022,X,Mauritius,World,World,TOTAL CPC,TOTAL MOT,854231,"$29,342",369,,N/A,,kg,200
2022,X,Mexico,World,World,TOTAL CPC,TOTAL MOT,854231,"$1,436,719,378",,,u,1189388488,u,1189388488
2022,X,Mexico,World,World,TOTAL CPC,TOTAL MOT,854232,"$56,918,604",27267,,u,45407049,u,45407049
2022,X,Montenegro,World,World,TOTAL CPC,TOTAL MOT,854231,"$5,031",50,,N/A,,kg,50
2022,X,Montenegro,World,World,TOTAL CPC,TOTAL MOT,854232,"$3,874",29,,u,852,N/A,
2022,X,Morocco,World,World,TOTAL CPC,TOTAL MOT,854231,"$35,071,782",59430,,N/A,,kg,59430
2022,X,Morocco,World,World,TOTAL CPC,TOTAL MOT,854232,"$81,652",133,,N/A,,kg,133
2022,X,Mozambique,World,World,TOTAL CPC,TOTAL MOT,854232,"$23,000",20,,u,1,u,1
2022,X,Myanmar,World,World,TOTAL CPC,TOTAL MOT,854231,"$22,847",,,u,15,u,15
2022,X,Namibia,World,World,TOTAL CPC,TOTAL MOT,854231,"$8,549",,,u,25,u,25
2022,X,Namibia,World,World,TOTAL CPC,TOTAL MOT,854232,"$1,417",17,,u,49,u,49
2022,X,Netherlands,World,World,TOTAL CPC,TOTAL MOT,854231,"$3,575,896,040",1857695,,N/A,,kg,1857463
2022,X,Netherlands,World,World,TOTAL CPC,TOTAL MOT,854232,"$121,796,333",326665,,u,81611609,N/A,
2022,X,New Zealand,World,World,TOTAL CPC,TOTAL MOT,854231,"$7,073,244",,,N/A,,N/A,
2022,X,New Zealand,World,World,TOTAL CPC,TOTAL MOT,854232,"$339,829",162,,N/A,,N/A,
2022,X,Nicaragua,World,World,TOTAL CPC,TOTAL MOT,854231,"$3,001",74,,N/A,,kg,74
2022,X,Niger,World,World,TOTAL CPC,TOTAL MOT,854231,"$2,239",7,,N/A,,kg,7
2022,X,North Macedonia,World,World,TOTAL CPC,TOTAL MOT,854231,"$306,612",681,,N/A,,kg,618
2022,X,North Macedonia,World,World,TOTAL CPC,TOTAL MOT,854232,"$176,983",178,,N/A,,N/A,
2022,X,Norway,World,World,TOTAL CPC,TOTAL MOT,854231,"$32,952,634",79207,,u,506613,u,506613
2022,X,Norway,World,World,TOTAL CPC,TOTAL MOT,854232,"$1,383,195",15003,,u,118974,u,118974
2022,X,Paraguay,World,World,TOTAL CPC,TOTAL MOT,854231,"$2,247",43,,N/A,,N/A,
2022,X,Paraguay,World,World,TOTAL CPC,TOTAL MOT,854232,"$1,527",2,,N/A,,kg,2
2022,X,Philippines,World,World,TOTAL CPC,TOTAL MOT,854231,"$14,953,039,103",,13722477,N/A,,N/A,
2022,X,Philippines,World,World,TOTAL CPC,TOTAL MOT,854232,"$2,136,121,244",1023348,3027020,N/A,,N/A,
2022,X,Poland,World,World,TOTAL CPC,TOTAL MOT,854231,"$234,407,378",1471753,,N/A,,N/A,
2022,X,Poland,World,World,TOTAL CPC,TOTAL MOT,854232,"$34,589,029",67164,,u,15183148,N/A,
2022,X,Portugal,World,World,TOTAL CPC,TOTAL MOT,854231,"$343,469,649",1658049,,N/A,,N/A,
2022,X,Portugal,World,World,TOTAL CPC,TOTAL MOT,854232,"$10,980,187",25961,,N/A,,N/A,
2022,X,Rep. of Korea,World,World,TOTAL CPC,TOTAL MOT,854231,"$38,402,894,055",7638168,,N/A,,kg,7638168
2022,X,Rep. of Korea,World,World,TOTAL CPC,TOTAL MOT,854232,"$61,777,688,705",3640902,,N/A,,kg,3640902
2022,X,Rep. of Moldova,World,World,TOTAL CPC,TOTAL MOT,854231,"$56,920",,,u,1803,u,1803
2022,X,Rep. of Moldova,World,World,TOTAL CPC,TOTAL MOT,854232,$701,0,,u,22,u,22
2022,X,Romania,World,World,TOTAL CPC,TOTAL MOT,854231,"$70,960,563",675455,,N/A,,kg,675361
2022,X,Romania,World,World,TOTAL CPC,TOTAL MOT,854232,"$6,521,596",59931,,u,2065260,N/A,
2022,X,Rwanda,World,World,TOTAL CPC,TOTAL MOT,854231,"$33,411",,,N/A,,kg,28145
2022,X,Serbia,World,World,TOTAL CPC,TOTAL MOT,854231,"$7,974,455",23375,,N/A,,N/A,
2022,X,Serbia,World,World,TOTAL CPC,TOTAL MOT,854232,"$2,649,759",958,,N/A,,N/A,
2022,X,Singapore,World,World,TOTAL CPC,TOTAL MOT,854231,"$50,363,164,992",,,u,131568540220,1000u,131568540
2022,X,Singapore,World,World,TOTAL CPC,TOTAL MOT,854232,"$18,327,631,158",8780191,,u,18931993850,1000u,18931993
2022,X,Slovakia,World,World,TOTAL CPC,TOTAL MOT,854231,"$62,750,881",309805,,N/A,,N/A,
2022,X,Slovakia,World,World,TOTAL CPC,TOTAL MOT,854232,"$11,516,865",38714,,u,2908267,N/A,
2022,X,Slovenia,World,World,TOTAL CPC,TOTAL MOT,854231,"$20,970,981",25436,,N/A,,kg,25436
2022,X,Slovenia,World,World,TOTAL CPC,TOTAL MOT,854232,"$3,064,523",2803,,N/A,,kg,2803
2022,X,South Africa,World,World,TOTAL CPC,TOTAL MOT,854231,"$8,766,228",,,u,1545827,u,1545827
2022,X,South Africa,World,World,TOTAL CPC,TOTAL MOT,854232,"$445,542",213,,u,75294,u,75294
2022,X,Spain,World,World,TOTAL CPC,TOTAL MOT,854231,"$187,435,674",1680297,,N/A,,kg,1685738
2022,X,Spain,World,World,TOTAL CPC,TOTAL MOT,854232,"$14,417,569",102007,,u,5574094,N/A,
2022,X,Sri Lanka,World,World,TOTAL CPC,TOTAL MOT,854231,"$387,438",,,u,104450,u,104450
2022,X,Sri Lanka,World,World,TOTAL CPC,TOTAL MOT,854232,"$8,254",3,,u,3419,u,3419
2022,X,Sweden,World,World,TOTAL CPC,TOTAL MOT,854231,"$180,076,991",236161,,N/A,,N/A,
2022,X,Sweden,World,World,TOTAL CPC,TOTAL MOT,854232,"$25,659,436",25004,,u,3839077,N/A,
2022,X,Switzerland,World,World,TOTAL CPC,TOTAL MOT,854231,"$448,470,775",177875,,u,1047015841,u,1045212638
2022,X,Switzerland,World,World,TOTAL CPC,TOTAL MOT,854232,"$14,344,519",7835,,u,10568080,u,10433684
2022,X,Togo,World,World,TOTAL CPC,TOTAL MOT,854231,"$10,688",13,,N/A,,kg,13
2022,X,T?rkiye,World,World,TOTAL CPC,TOTAL MOT,854231,"$13,185,025",55867,,N/A,,kg,55867
2022,X,T?rkiye,World,World,TOTAL CPC,TOTAL MOT,854232,"$1,369,458",6693,,N/A,,N/A,
2022,X,Ukraine,World,World,TOTAL CPC,TOTAL MOT,854231,"$13,641,242",17132,,N/A,,kg,17132
2022,X,Ukraine,World,World,TOTAL CPC,TOTAL MOT,854232,"$3,817,335",1461,,u,2536931,N/A,
2022,X,United Kingdom,World,World,TOTAL CPC,TOTAL MOT,854231,"$578,087,949",2481952,,N/A,,N/A,
2022,X,United Kingdom,World,World,TOTAL CPC,TOTAL MOT,854232,"$126,597,886",133049,,N/A,,N/A,
2022,X,United Rep. of Tanzania,World,World,TOTAL CPC,TOTAL MOT,854231,"$193,873",5093,,N/A,,kg,5093
2022,X,Uruguay,World,World,TOTAL CPC,TOTAL MOT,854231,"$55,663",538,,u,102,u,102
2022,X,Uruguay,World,World,TOTAL CPC,TOTAL MOT,854232,$1,0,,u,1,u,1
2022,X,USA,World,World,TOTAL CPC,TOTAL MOT,854231,"$29,658,200,748",,,u,3092316590,u,3092316590
2022,X,USA,World,World,TOTAL CPC,TOTAL MOT,854232,"$2,449,735,145",1173591,,u,1589212629,u,1587465394
2022,X,Uzbekistan,World,World,TOTAL CPC,TOTAL MOT,854231,"$109,445",,,u,796,u,796
2022,X,Uzbekistan,World,World,TOTAL CPC,TOTAL MOT,854232,"$23,585",11,,u,514,u,514
2022,X,Zimbabwe,World,World,TOTAL CPC,TOTAL MOT,854231,"$51,252",64,,u,39,u,39
2021,X,Andorra,World,World,TOTAL CPC,TOTAL MOT,854231,"$3,610,063",1583,,N/A,,kg,1583
2021,X,Andorra,World,World,TOTAL CPC,TOTAL MOT,854232,"$38,109",1115,,N/A,,kg,1115
2021,X,Angola,World,World,TOTAL CPC,TOTAL MOT,854231,"$57,322",5066,,N/A,,kg,5066
2021,X,Angola,World,World,TOTAL CPC,TOTAL MOT,854232,$39,47,,N/A,,kg,47
2021,X,Argentina,World,World,TOTAL CPC,TOTAL MOT,854231,"$163,272",641,,u,580,u,580
2021,X,Armenia,World,World,TOTAL CPC,TOTAL MOT,854231,"$4,290",4,,u,65,u,65
2021,X,Aruba,World,World,TOTAL CPC,TOTAL MOT,854231,"$3,017",6,,N/A,,kg,6
2021,X,Australia,World,World,TOTAL CPC,TOTAL MOT,854231,"$22,773,870",,78886,u,9226381,u,9226381
2021,X,Australia,World,World,TOTAL CPC,TOTAL MOT,854232,"$3,918,888",,5788,u,876329,u,876329
2021,X,Austria,World,World,TOTAL CPC,TOTAL MOT,854231,"$220,667,972",608373,,N/A,,N/A,
2021,X,Austria,World,World,TOTAL CPC,TOTAL MOT,854232,"$10,972,952",20225,,N/A,,N/A,
2021,X,Azerbaijan,World,World,TOTAL CPC,TOTAL MOT,854231,"$61,582",33,,u,43,u,43
2021,X,Azerbaijan,World,World,TOTAL CPC,TOTAL MOT,854232,$5,0,,u,1,u,1
2021,X,Bahrain,World,World,TOTAL CPC,TOTAL MOT,854231,"$727,579",21521,,u,2819,u,2819
2021,X,Bahrain,World,World,TOTAL CPC,TOTAL MOT,854232,"$17,970",80,,u,90,u,90
2021,X,Barbados,World,World,TOTAL CPC,TOTAL MOT,854231,$441,11,,N/A,,N/A,
2021,X,Belarus,World,World,TOTAL CPC,TOTAL MOT,854231,"$7,774,800",12297,,u,4289468,u,4289468
2021,X,Belarus,World,World,TOTAL CPC,TOTAL MOT,854232,"$1,045,700",794,,u,2190318,u,2190318
2021,X,Belgium,World,World,TOTAL CPC,TOTAL MOT,854231,"$1,018,278,047",634934,,N/A,,N/A,
2021,X,Belgium,World,World,TOTAL CPC,TOTAL MOT,854232,"$217,461,647",3851682,,u,1091561865,N/A,
2021,X,Benin,World,World,TOTAL CPC,TOTAL MOT,854231,$236,5,,N/A,,kg,5
2021,X,Bermuda,World,World,TOTAL CPC,TOTAL MOT,854231,"$1,387",,,u,2,u,2
2021,X,Bolivia (Plurinational State of),World,World,TOTAL CPC,TOTAL MOT,854231,"$64,842",,,u,426,u,426
2021,X,Bolivia (Plurinational State of),World,World,TOTAL CPC,TOTAL MOT,854232,"$6,029",2,,u,1,u,1
2021,X,Bosnia Herzegovina,World,World,TOTAL CPC,TOTAL MOT,854231,"$204,778",652,,N/A,,kg,652
2021,X,Bosnia Herzegovina,World,World,TOTAL CPC,TOTAL MOT,854232,"$38,736",100,,N/A,,kg,100
2021,X,Botswana,World,World,TOTAL CPC,TOTAL MOT,854231,$223,11,,u,3,u,3
2021,X,Botswana,World,World,TOTAL CPC,TOTAL MOT,854232,$434,2,,u,2,u,2
2021,X,Brazil,World,World,TOTAL CPC,TOTAL MOT,854231,"$26,499,168",,,u,18033407,N/A,
2021,X,Brazil,World,World,TOTAL CPC,TOTAL MOT,854232,"$26,426,955",,,u,6549112,u,6549112
2021,X,Brunei Darussalam,World,World,TOTAL CPC,TOTAL MOT,854231,"$54,041",,,u,158,u,158
2021,X,Brunei Darussalam,World,World,TOTAL CPC,TOTAL MOT,854232,"$2,472",,,u,61,u,61
2021,X,Bulgaria,World,World,TOTAL CPC,TOTAL MOT,854231,"$273,175,178",337135,,N/A,,N/A,
2021,X,Bulgaria,World,World,TOTAL CPC,TOTAL MOT,854232,"$4,549,058",8764,,N/A,,N/A,
2021,X,Burkina Faso,World,World,TOTAL CPC,TOTAL MOT,854231,"$61,204",15,,N/A,,kg,15
2021,X,Canada,World,World,TOTAL CPC,TOTAL MOT,854231,"$572,634,764",,,u,35291136,u,35291136
2021,X,Canada,World,World,TOTAL CPC,TOTAL MOT,854232,"$27,770,124",,,u,43866629,u,43866629
2021,X,Cayman Isds,World,World,TOTAL CPC,TOTAL MOT,854231,"$10,989",,,N/A,,N/A,
2021,X,Chile,World,World,TOTAL CPC,TOTAL MOT,854231,"$967,532",,,u,1681,u,1681
2021,X,Chile,World,World,TOTAL CPC,TOTAL MOT,854232,"$42,789",,,u,,u,7332
2021,X,China,World,World,TOTAL CPC,TOTAL MOT,854231,"$50,991,287,328",17447863,,u,89653000734,u,89653000734
2021,X,China,World,World,TOTAL CPC,TOTAL MOT,854232,"$75,763,399,577",4875627,,u,26384420682,u,26384420682
2021,X,"China, Hong Kong SAR",World,World,TOTAL CPC,TOTAL MOT,854231,"$70,616,112,949",,,u,41820106000,1000u,41820106
2021,X,"China, Hong Kong SAR",World,World,TOTAL CPC,TOTAL MOT,854232,"$49,352,911,885",,,u,20305921000,1000u,20305921
2021,X,"China, Macao SAR",World,World,TOTAL CPC,TOTAL MOT,854231,"$13,875,745",621,,N/A,,N/A,
2021,X,Colombia,World,World,TOTAL CPC,TOTAL MOT,854231,"$1,686,331",6138,,u,5730929,u,5730929
2021,X,Colombia,World,World,TOTAL CPC,TOTAL MOT,854232,"$80,461",161,,u,209,u,209
2021,X,Comoros,World,World,TOTAL CPC,TOTAL MOT,854231,"$5,071",23,,N/A,,kg,23
2021,X,Comoros,World,World,TOTAL CPC,TOTAL MOT,854232,$120,100,,N/A,,kg,100
2021,X,Congo,World,World,TOTAL CPC,TOTAL MOT,854231,"$4,960",29,,N/A,,kg,29
2021,X,Congo,World,World,TOTAL CPC,TOTAL MOT,854232,"$1,251",3,,N/A,,kg,3
2021,X,Costa Rica,World,World,TOTAL CPC,TOTAL MOT,854231,"$36,891,943",319402,,N/A,,kg,319402
2021,X,Costa Rica,World,World,TOTAL CPC,TOTAL MOT,854232,"$998,067",129830,,N/A,,kg,129830
2021,X,Croatia,World,World,TOTAL CPC,TOTAL MOT,854231,"$6,504,911",24853,,N/A,,kg,24853
2021,X,Croatia,World,World,TOTAL CPC,TOTAL MOT,854232,"$107,011",2927,,u,31581,N/A,
2021,X,Cyprus,World,World,TOTAL CPC,TOTAL MOT,854231,"$195,989",269,,N/A,,kg,269
2021,X,Cyprus,World,World,TOTAL CPC,TOTAL MOT,854232,"$2,256",18,,u,7599,u,7599
2021,X,Czechia,World,World,TOTAL CPC,TOTAL MOT,854231,"$1,154,020,006",1359825,,N/A,,N/A,
2021,X,Czechia,World,World,TOTAL CPC,TOTAL MOT,854232,"$155,367,121",818602,,u,22429968,N/A,
2021,X,Dem. Rep. of the Congo,World,World,TOTAL CPC,TOTAL MOT,854232,"$6,094",25,,N/A,,kg,25
2021,X,Denmark,World,World,TOTAL CPC,TOTAL MOT,854231,"$161,411,444",1648961,,N/A,,N/A,
2021,X,Denmark,World,World,TOTAL CPC,TOTAL MOT,854232,"$19,690,788",67547,,u,1288002,N/A,
2021,X,Dominican Rep.,World,World,TOTAL CPC,TOTAL MOT,854231,"$7,638",716,,u,52,u,52
2021,X,Dominican Rep.,World,World,TOTAL CPC,TOTAL MOT,854232,$69,1,,u,1,u,1
2021,X,Ecuador,World,World,TOTAL CPC,TOTAL MOT,854231,"$176,176",,,N/A,,kg,882
2021,X,Ecuador,World,World,TOTAL CPC,TOTAL MOT,854232,"$8,171",36,,N/A,,kg,36
2021,X,Egypt,World,World,TOTAL CPC,TOTAL MOT,854231,"$126,808",,,N/A,,N/A,
2021,X,Egypt,World,World,TOTAL CPC,TOTAL MOT,854232,"$864,570",,,N/A,,N/A,
2021,X,El Salvador,World,World,TOTAL CPC,TOTAL MOT,854231,"$74,484",882,,N/A,,kg,882
2021,X,Estonia,World,World,TOTAL CPC,TOTAL MOT,854231,"$15,396,952",,,N/A,,kg,31968
2021,X,Estonia,World,World,TOTAL CPC,TOTAL MOT,854232,"$2,114,176",7533,,u,1105943,N/A,
2021,X,Eswatini,World,World,TOTAL CPC,TOTAL MOT,854231,"$1,084",10,,u,110,u,110
2021,X,Ethiopia,World,World,TOTAL CPC,TOTAL MOT,854231,$350,26,,N/A,,kg,26
2021,X,Ethiopia,World,World,TOTAL CPC,TOTAL MOT,854232,$612,8,,N/A,,kg,8
2021,X,Fiji,World,World,TOTAL CPC,TOTAL MOT,854231,"$1,503",,,N/A,,N/A,
2021,X,Finland,World,World,TOTAL CPC,TOTAL MOT,854231,"$142,824,984",76379,,N/A,,N/A,
