Period,Trade Flow,Reporter,Partner,2nd Partner,Customs Desc,Transport Mode,Commodity Code,Trade Value (US$),Net Weight(kg),Gross Weight,Qty Unit,Qty,Alternate Quantity unit,Alternate Quantity
2014,X,Andorra,World,World,TOTAL CPC,TOTAL MOT,854233,$26,1,,u,54,kg,1
2014,X,Argentina,World,World,TOTAL CPC,TOTAL MOT,854233,"$6,880",37,,u,63,u,63
2014,X,Australia,World,World,TOTAL CPC,TOTAL MOT,854233,"$935,133",4455,,u,248298,N/A,
2014,X,Austria,World,World,TOTAL CPC,TOTAL MOT,854233,"$3,932,652",87894,,u,7570744,N/A,
2014,X,Bahamas,World,World,TOTAL CPC,TOTAL MOT,854233,$35,,,u,10,N/A,
2014,X,Bahrain,World,World,TOTAL CPC,TOTAL MOT,854233,"$864,222",73388,,u,6595,N/A,
2014,X,Belgium,World,World,TOTAL CPC,TOTAL MOT,854233,"$2,300,320",71462,,u,4747408,N/A,
2014,X,Bolivia (Plurinational State of),World,World,TOTAL CPC,TOTAL MOT,854233,$80,15,,kg,15,kg,15
2014,X,Bosnia Herzegovina,World,World,TOTAL CPC,TOTAL MOT,854233,"$1,923",13,,u,3702,N/A,
2014,X,Brazil,World,World,TOTAL CPC,TOTAL MOT,854233,"$942,502",2319,,u,2227461,u,2195683
2014,X,Belize,World,World,TOTAL CPC,TOTAL MOT,854233,$404,30,,u,777,N/A,
2014,X,Brunei Darussalam,World,World,TOTAL CPC,TOTAL MOT,854233,$53,,,u,15,N/A,
2014,X,Bulgaria,World,World,TOTAL CPC,TOTAL MOT,854233,"$271,960",955,,u,523549,N/A,
2014,X,Belarus,World,World,TOTAL CPC,TOTAL MOT,854233,"$1,130,200",621,,u,2175747,N/A,
2014,X,Cameroon,World,World,TOTAL CPC,TOTAL MOT,854233,"$4,889",11500,,u,9412,N/A,
2014,X,Algeria,World,World,TOTAL CPC,TOTAL MOT,854239,"$30,429",63,,u,33,N/A,
2014,X,Andorra,World,World,TOTAL CPC,TOTAL MOT,854239,"$10,090",27,,N/A,,kg,27
2014,X,Argentina,World,World,TOTAL CPC,TOTAL MOT,854239,"$868,480",398,,u,276497,u,276497
2014,X,Australia,World,World,TOTAL CPC,TOTAL MOT,854239,"$12,667,221",20216,,u,7127017,N/A,
2014,X,Austria,World,World,TOTAL CPC,TOTAL MOT,854239,"$668,078,743",829674,,N/A,,N/A,
2014,X,Bahrain,World,World,TOTAL CPC,TOTAL MOT,854239,"$80,857",1406,,u,87,N/A,
2014,X,Armenia,World,World,TOTAL CPC,TOTAL MOT,854239,$800,3,,u,16,N/A,
2014,X,Belgium,World,World,TOTAL CPC,TOTAL MOT,854239,"$110,108,150",775056,,N/A,,N/A,
2014,X,Bolivia (Plurinational State of),World,World,TOTAL CPC,TOTAL MOT,854239,"$96,023",422,,kg,422,kg,422
2014,X,Bosnia Herzegovina,World,World,TOTAL CPC,TOTAL MOT,854239,"$5,767",14,,N/A,,N/A,
2014,X,Brazil,World,World,TOTAL CPC,TOTAL MOT,854239,"$13,371,753",24825,,u,18279755,u,18279755
2014,X,Brunei Darussalam,World,World,TOTAL CPC,TOTAL MOT,854239,"$3,183",,,u,3,N/A,
2014,X,Bulgaria,World,World,TOTAL CPC,TOTAL MOT,854239,"$17,646,750",123254,,N/A,,N/A,
2014,X,Belarus,World,World,TOTAL CPC,TOTAL MOT,854239,"$62,239,600",10057,,N/A,,N/A,
2014,X,Cameroon,World,World,TOTAL CPC,TOTAL MOT,854239,$997,23,,N/A,,N/A,
2014,X,Algeria,World,World,TOTAL CPC,TOTAL MOT,854290,$642,3,,kg,3,N/A,
2014,X,Australia,World,World,TOTAL CPC,TOTAL MOT,854290,"$19,023,099",778822,,kg,778822,N/A,
2014,X,Austria,World,World,TOTAL CPC,TOTAL MOT,854290,"$7,752,618",77635,,kg,77635,N/A,
2014,X,Bahamas,World,World,TOTAL CPC,TOTAL MOT,854290,"$9,800",15,,kg,15,N/A,
2014,X,Bahrain,World,World,TOTAL CPC,TOTAL MOT,854290,"$465,960",10276,,kg,10276,N/A,
2014,X,Barbados,World,World,TOTAL CPC,TOTAL MOT,854290,"$7,198",350,,kg,350,N/A,
2014,X,Belgium,World,World,TOTAL CPC,TOTAL MOT,854290,"$3,564,172",25820,,kg,25820,N/A,
2014,X,Bolivia (Plurinational State of),World,World,TOTAL CPC,TOTAL MOT,854290,$120,0,,kg,0,kg,0
2014,X,Bosnia Herzegovina,World,World,TOTAL CPC,TOTAL MOT,854290,"$2,305",3,,kg,3,N/A,
2014,X,Botswana,World,World,TOTAL CPC,TOTAL MOT,854290,$371,10,,kg,10,kg,10
2014,X,Brazil,World,World,TOTAL CPC,TOTAL MOT,854290,"$190,028",1459,,kg,1488,kg,1317
2014,X,Brunei Darussalam,World,World,TOTAL CPC,TOTAL MOT,854290,"$2,854",,,N/A,,N/A,
2014,X,Bulgaria,World,World,TOTAL CPC,TOTAL MOT,854290,"$3,705,803",93959,,kg,93959,N/A,
2014,X,Belarus,World,World,TOTAL CPC,TOTAL MOT,854290,"$1,718,600",2067,,kg,2067,N/A,
2014,X,Cameroon,World,World,TOTAL CPC,TOTAL MOT,854290,$57,1,,kg,1,N/A,
2014,X,Canada,World,World,TOTAL CPC,TOTAL MOT,852352,"$14,882,364",68845,,N/A,,N/A,
2014,X,Sri Lanka,World,World,TOTAL CPC,TOTAL MOT,852352,"$217,077",1004,,u,127400,N/A,
2014,X,Chile,World,World,TOTAL CPC,TOTAL MOT,852352,"$530,158",2191,,u,9117,u,9117
2014,X,China,World,World,TOTAL CPC,TOTAL MOT,852352,"$1,308,977,820",6055270,,u,6656644022,N/A,
2014,X,Colombia,World,World,TOTAL CPC,TOTAL MOT,852352,"$14,552,854",84361,,u,14424613,N/A,
2014,X,Costa Rica,World,World,TOTAL CPC,TOTAL MOT,852352,"$94,608",762,,N/A,,N/A,
2014,X,Croatia,World,World,TOTAL CPC,TOTAL MOT,852352,"$3,259,524",7760,,u,1169988,N/A,
2014,X,Cyprus,World,World,TOTAL CPC,TOTAL MOT,852352,"$35,744",44,,u,5800,u,5800
2014,X,Czechia,World,World,TOTAL CPC,TOTAL MOT,852352,"$26,636,021",290926,,u,30390196,N/A,
2014,X,Denmark,World,World,TOTAL CPC,TOTAL MOT,852352,"$5,679,988",117522,,u,9638071,N/A,
2014,X,Dominican Rep.,World,World,TOTAL CPC,TOTAL MOT,852352,"$57,418",265,,N/A,,N/A,
2014,X,Canada,World,World,TOTAL CPC,TOTAL MOT,854233,"$13,740,096",,,u,75317777,N/A,
2014,X,Sri Lanka,World,World,TOTAL CPC,TOTAL MOT,854233,"$6,576",,,u,68,N/A,
2014,X,China,World,World,TOTAL CPC,TOTAL MOT,854233,"$2,370,255,801",,,u,3926397970,N/A,
2014,X,Colombia,World,World,TOTAL CPC,TOTAL MOT,854233,"$2,147",1,,u,8,N/A,
2014,X,Costa Rica,World,World,TOTAL CPC,TOTAL MOT,854233,"$2,267,446",7706,,u,4365059,N/A,
2014,X,Croatia,World,World,TOTAL CPC,TOTAL MOT,854233,"$8,635",103,,u,16623,N/A,
2014,X,Czechia,World,World,TOTAL CPC,TOTAL MOT,854233,"$1,887,919",32461,,u,3634431,N/A,
2014,X,Denmark,World,World,TOTAL CPC,TOTAL MOT,854233,"$1,464,709",4081,,u,2819710,N/A,
2014,X,Canada,World,World,TOTAL CPC,TOTAL MOT,854239,"$367,548,310",,,N/A,,N/A,
2014,X,Sri Lanka,World,World,TOTAL CPC,TOTAL MOT,854239,"$286,936",,,u,221237,N/A,
2014,X,Chile,World,World,TOTAL CPC,TOTAL MOT,854239,"$777,028",,,u,398,u,294
2014,X,China,World,World,TOTAL CPC,TOTAL MOT,854239,"$14,007,050,791",,,u,76975012912,N/A,
2014,X,Colombia,World,World,TOTAL CPC,TOTAL MOT,854239,"$725,807",4779,,u,67413,N/A,
2014,X,Costa Rica,World,World,TOTAL CPC,TOTAL MOT,854239,"$765,969",82725,,N/A,,N/A,
2014,X,Croatia,World,World,TOTAL CPC,TOTAL MOT,854239,"$181,184",702,,N/A,,N/A,
2014,X,Cyprus,World,World,TOTAL CPC,TOTAL MOT,854239,"$10,569",306,,N/A,,kg,306
2014,X,Czechia,World,World,TOTAL CPC,TOTAL MOT,854239,"$164,845,080",79129,,N/A,,N/A,
2014,X,Denmark,World,World,TOTAL CPC,TOTAL MOT,854239,"$62,760,743",147857,,N/A,,N/A,
2014,X,Dominican Rep.,World,World,TOTAL CPC,TOTAL MOT,854239,"$64,239",164,,N/A,,N/A,
2014,X,Canada,World,World,TOTAL CPC,TOTAL MOT,854290,"$50,580,972",,,N/A,,N/A,
2014,X,Sri Lanka,World,World,TOTAL CPC,TOTAL MOT,854290,"$5,084,008",90256,,kg,90256,N/A,
2014,X,Chile,World,World,TOTAL CPC,TOTAL MOT,854290,"$29,940",45,,kg,45,kg,45
2014,X,China,World,World,TOTAL CPC,TOTAL MOT,854290,"$347,749,876",6004499,,kg,6004499,N/A,
2014,X,Colombia,World,World,TOTAL CPC,TOTAL MOT,854290,"$183,783",1347,,kg,1347,N/A,
2014,X,Costa Rica,World,World,TOTAL CPC,TOTAL MOT,854290,"$3,504,252",223103,,kg,223103,N/A,
2014,X,Croatia,World,World,TOTAL CPC,TOTAL MOT,854290,"$3,512",11,,kg,11,N/A,
2014,X,Czechia,World,World,TOTAL CPC,TOTAL MOT,854290,"$7,256,927",137733,,kg,137733,N/A,
2014,X,Denmark,World,World,TOTAL CPC,TOTAL MOT,854290,"$65,170,867",717256,,kg,717256,N/A,
2014,X,Dominican Rep.,World,World,TOTAL CPC,TOTAL MOT,854290,"$4,381,001",19780,,kg,19780,N/A,
2014,X,Ecuador,World,World,TOTAL CPC,TOTAL MOT,852352,"$52,176",2994,,u,28613,N/A,
2014,X,El Salvador,World,World,TOTAL CPC,TOTAL MOT,852352,"$1,533,867",18274,,N/A,,N/A,
2014,X,Estonia,World,World,TOTAL CPC,TOTAL MOT,852352,"$3,599,991",16895,,u,2520412,N/A,
2014,X,Fiji,World,World,TOTAL CPC,TOTAL MOT,852352,$289,1,,N/A,,N/A,
2014,X,Finland,World,World,TOTAL CPC,TOTAL MOT,852352,"$77,853,244",204360,,u,18312449,N/A,
2014,X,France,World,World,TOTAL CPC,TOTAL MOT,852352,"$515,210,804",3083773,,u,468069187,N/A,
2014,X,French Polynesia,World,World,TOTAL CPC,TOTAL MOT,852352,$482,5,,N/A,,N/A,
2014,X,Georgia,World,World,TOTAL CPC,TOTAL MOT,852352,"$67,916",707,,u,612,u,612
2014,X,Ecuador,World,World,TOTAL CPC,TOTAL MOT,854233,$640,6,,u,4,N/A,
2014,X,Ethiopia,World,World,TOTAL CPC,TOTAL MOT,854233,"$4,962",17,,u,10240,N/A,
2014,X,Estonia,World,World,TOTAL CPC,TOTAL MOT,854233,"$1,209,519",2217,,u,2328444,N/A,
2014,X,Finland,World,World,TOTAL CPC,TOTAL MOT,854233,"$4,976,641",8436,,u,9580527,N/A,
2014,X,France,World,World,TOTAL CPC,TOTAL MOT,854233,"$183,330,935",248031,,u,352930198,N/A,
2014,X,Ecuador,World,World,TOTAL CPC,TOTAL MOT,854239,"$633,843",431872,,u,76047,N/A,
2014,X,El Salvador,World,World,TOTAL CPC,TOTAL MOT,854239,"$234,651",231,,N/A,,N/A,
2014,X,Ethiopia,World,World,TOTAL CPC,TOTAL MOT,854239,"$1,239",40,,N/A,,N/A,
2014,X,Estonia,World,World,TOTAL CPC,TOTAL MOT,854239,"$14,596,445",18742,,N/A,,N/A,
2014,X,Finland,World,World,TOTAL CPC,TOTAL MOT,854239,"$45,022,102",63285,,N/A,,N/A,
2014,X,France,World,World,TOTAL CPC,TOTAL MOT,854239,"$3,422,843,929",5022285,,N/A,,N/A,
2014,X,French Polynesia,World,World,TOTAL CPC,TOTAL MOT,854239,"$11,872",11,,N/A,,N/A,
2014,X,Georgia,World,World,TOTAL CPC,TOTAL MOT,854239,"$5,682",8,,u,19,u,19
2014,X,State of Palestine,World,World,TOTAL CPC,TOTAL MOT,854239,"$21,526",,,N/A,,N/A,
2014,X,Ecuador,World,World,TOTAL CPC,TOTAL MOT,854290,$757,77,,kg,77,N/A,
2014,X,Estonia,World,World,TOTAL CPC,TOTAL MOT,854290,"$15,165,850",64878,,kg,64878,N/A,
2014,X,Fiji,World,World,TOTAL CPC,TOTAL MOT,854290,"$18,665",61,,kg,61,N/A,
2014,X,Finland,World,World,TOTAL CPC,TOTAL MOT,854290,"$1,073,802",29414,,kg,29414,N/A,
2014,X,France,World,World,TOTAL CPC,TOTAL MOT,854290,"$351,257,608",3434268,,kg,3434268,N/A,
2014,X,Georgia,World,World,TOTAL CPC,TOTAL MOT,854290,"$118,346",37,,kg,37,kg,37
2014,X,State of Palestine,World,World,TOTAL CPC,TOTAL MOT,854290,"$11,742",,,N/A,,N/A,
2014,X,Germany,World,World,TOTAL CPC,TOTAL MOT,852352,"$451,914,495",2096472,,N/A,,N/A,
2014,X,Ghana,World,World,TOTAL CPC,TOTAL MOT,852352,"$841,532",35611,,N/A,,N/A,
2014,X,Greece,World,World,TOTAL CPC,TOTAL MOT,852352,"$9,545,813",94098,,u,3050251,N/A,
2014,X,Greenland,World,World,TOTAL CPC,TOTAL MOT,852352,"$1,659",1,,N/A,,N/A,
2014,X,Grenada,World,World,TOTAL CPC,TOTAL MOT,852352,$45,1,,N/A,,kg,1
2014,X,Guatemala,World,World,TOTAL CPC,TOTAL MOT,852352,"$460,441",1443,,N/A,,N/A,
2014,X,Guinea,World,World,TOTAL CPC,TOTAL MOT,852352,$460,3,,N/A,,N/A,
2014,X,Honduras,World,World,TOTAL CPC,TOTAL MOT,852352,"$13,308",252,,N/A,,N/A,
2014,X,"China, Hong Kong SAR",World,World,TOTAL CPC,TOTAL MOT,852352,"$232,141,254",1073875,,u,1155505253,N/A,
2014,X,Germany,World,World,TOTAL CPC,TOTAL MOT,854233,"$371,405,083",1312523,,N/A,,N/A,
2014,X,Greece,World,World,TOTAL CPC,TOTAL MOT,854233,"$12,474",137,,u,24013,N/A,
2014,X,Grenada,World,World,TOTAL CPC,TOTAL MOT,854233,"$10,063",27,,kg,27,kg,27
2014,X,Guatemala,World,World,TOTAL CPC,TOTAL MOT,854233,$760,1,,u,1463,N/A,
2014,X,"China, Hong Kong SAR",World,World,TOTAL CPC,TOTAL MOT,854233,"$1,999,380,147",,,u,5295320000,N/A,
2014,X,Germany,World,World,TOTAL CPC,TOTAL MOT,854239,"$5,182,777,193",5444983,,N/A,,N/A,
2014,X,Ghana,World,World,TOTAL CPC,TOTAL MOT,854239,"$154,804",551,,N/A,,N/A,
2014,X,Greece,World,World,TOTAL CPC,TOTAL MOT,854239,"$2,075,930",4375,,N/A,,N/A,
2014,X,Grenada,World,World,TOTAL CPC,TOTAL MOT,854239,$503,20,,kg,20,kg,20
2014,X,Guatemala,World,World,TOTAL CPC,TOTAL MOT,854239,"$4,653",489,,N/A,,N/A,
2014,X,Honduras,World,World,TOTAL CPC,TOTAL MOT,854239,"$9,368",95,,N/A,,N/A,
2014,X,"China, Hong Kong SAR",World,World,TOTAL CPC,TOTAL MOT,854239,"$34,917,965,696",,,u,91671949000,N/A,
2014,X,Germany,World,World,TOTAL CPC,TOTAL MOT,854290,"$90,494,193",1145020,,kg,1145020,N/A,
2014,X,Ghana,World,World,TOTAL CPC,TOTAL MOT,854290,"$127,396",116236,,kg,116236,kg,116236
2014,X,Greece,World,World,TOTAL CPC,TOTAL MOT,854290,"$667,604",16123,,kg,16123,N/A,
2014,X,Guatemala,World,World,TOTAL CPC,TOTAL MOT,854290,"$76,881",1127,,kg,1127,N/A,
2014,X,Guyana,World,World,TOTAL CPC,TOTAL MOT,854290,$300,15,,kg,15,N/A,
2014,X,Honduras,World,World,TOTAL CPC,TOTAL MOT,854290,"$2,582",7,,kg,7,N/A,
2014,X,"China, Hong Kong SAR",World,World,TOTAL CPC,TOTAL MOT,854290,"$2,973,082,311",15719713,,kg,15719713,N/A,
2014,X,Hungary,World,World,TOTAL CPC,TOTAL MOT,852352,"$7,055,955",39266,,u,4036149,N/A,
2014,X,Iceland,World,World,TOTAL CPC,TOTAL MOT,852352,$590,5,,N/A,,N/A,
2014,X,Indonesia,World,World,TOTAL CPC,TOTAL MOT,852352,"$8,167,648",141017,,N/A,,N/A,
2014,X,Iran,World,World,TOTAL CPC,TOTAL MOT,852352,"$98,000",1200,,N/A,,N/A,
2014,X,Ireland,World,World,TOTAL CPC,TOTAL MOT,852352,"$23,323,625",137791,,N/A,,N/A,
2014,X,Israel,World,World,TOTAL CPC,TOTAL MOT,852352,"$3,489,000",16140,,N/A,,N/A,
2014,X,Italy,World,World,TOTAL CPC,TOTAL MOT,852352,"$90,476,119",636124,,N/A,,N/A,
2014,X,C?te d'Ivoire,World,World,TOTAL CPC,TOTAL MOT,852352,"$28,814",91,,N/A,,kg,91
2014,X,Japan,World,World,TOTAL CPC,TOTAL MOT,852352,"$82,492,263",381605,,u,128207736,N/A,
2014,X,Kazakhstan,World,World,TOTAL CPC,TOTAL MOT,852352,"$162,928",331,,N/A,,N/A,
2014,X,Jordan,World,World,TOTAL CPC,TOTAL MOT,852352,"$96,004",622,,N/A,,N/A,
2014,X,Rep. of Korea,World,World,TOTAL CPC,TOTAL MOT,852352,"$65,613,509",167197,,N/A,,N/A,
2014,X,Kuwait,World,World,TOTAL CPC,TOTAL MOT,852352,"$4,265",903,,u,41825,N/A,
2014,X,Kyrgyzstan,World,World,TOTAL CPC,TOTAL MOT,852352,$187,4,,u,486,u,486
2014,X,Lebanon,World,World,TOTAL CPC,TOTAL MOT,852352,"$4,327,471",128401,,N/A,,N/A,
2014,X,Latvia,World,World,TOTAL CPC,TOTAL MOT,852352,"$2,741,323",12440,,u,2925212,u,2925212
2014,X,Lithuania,World,World,TOTAL CPC,TOTAL MOT,852352,"$1,995,138",11182,,u,1628772,N/A,
2014,X,Luxembourg,World,World,TOTAL CPC,TOTAL MOT,852352,"$747,747",4527,,u,2331464,N/A,
2014,X,Madagascar,World,World,TOTAL CPC,TOTAL MOT,852352,"$12,494",21,,u,524,u,524
2014,X,Malaysia,World,World,TOTAL CPC,TOTAL MOT,852352,"$131,463,712",608145,,u,508877309,N/A,
2014,X,Malta,World,World,TOTAL CPC,TOTAL MOT,852352,"$711,681",730,,u,21497,N/A,
2014,X,Mauritius,World,World,TOTAL CPC,TOTAL MOT,852352,"$11,661",54,,u,3978,N/A,
2014,X,Mexico,World,World,TOTAL CPC,TOTAL MOT,852352,"$158,992,186",1483000,,N/A,,N/A,
2014,X,Hungary,World,World,TOTAL CPC,TOTAL MOT,854233,"$6,709,751",12637,,u,12916935,N/A,
2014,X,Indonesia,World,World,TOTAL CPC,TOTAL MOT,854233,"$188,005",7118,,u,361928,N/A,
2014,X,Iran,World,World,TOTAL CPC,TOTAL MOT,854233,"$160,753",24746,,u,331764,N/A,
2014,X,Ireland,World,World,TOTAL CPC,TOTAL MOT,854233,"$906,627",1383,,u,1871100,N/A,
2014,X,Israel,World,World,TOTAL CPC,TOTAL MOT,854233,"$96,000",,,u,184810,N/A,
2014,X,Italy,World,World,TOTAL CPC,TOTAL MOT,854233,"$16,325,862",9478,,u,31428900,N/A,
2014,X,Japan,World,World,TOTAL CPC,TOTAL MOT,854233,"$375,073,750",,,u,2601071859,N/A,
2014,X,Kazakhstan,World,World,TOTAL CPC,TOTAL MOT,854233,"$7,719",66,,u,14860,N/A,
2014,X,Rep. of Korea,World,World,TOTAL CPC,TOTAL MOT,854233,"$63,985,482",35517,,u,123178387,N/A,
2014,X,Latvia,World,World,TOTAL CPC,TOTAL MOT,854233,"$1,134,574",465,,u,2341537,N/A,
2014,X,Lithuania,World,World,TOTAL CPC,TOTAL MOT,854233,"$211,407",200,,u,406979,N/A,
2014,X,Luxembourg,World,World,TOTAL CPC,TOTAL MOT,854233,"$1,022,454",4383,,u,1968325,N/A,
2014,X,Madagascar,World,World,TOTAL CPC,TOTAL MOT,854233,"$4,178",9,,u,3,u,3
2014,X,Malaysia,World,World,TOTAL CPC,TOTAL MOT,854233,"$171,810,472",,,u,860993737,N/A,
2014,X,Malta,World,World,TOTAL CPC,TOTAL MOT,854233,"$473,855",136,,u,912218,N/A,
2014,X,Mauritius,World,World,TOTAL CPC,TOTAL MOT,854233,"$26,592",52,,u,51192,N/A,
2014,X,Mexico,World,World,TOTAL CPC,TOTAL MOT,854233,"$7,103,010",8882,,N/A,,N/A,
2014,X,Hungary,World,World,TOTAL CPC,TOTAL MOT,854239,"$154,553,388",1964018,,N/A,,N/A,
2014,X,Iceland,World,World,TOTAL CPC,TOTAL MOT,854239,"$4,376",28,,N/A,,N/A,
2014,X,Indonesia,World,World,TOTAL CPC,TOTAL MOT,854239,"$251,559,731",533309,,N/A,,N/A,
2014,X,Iran,World,World,TOTAL CPC,TOTAL MOT,854239,"$1,672,351",398117,,N/A,,N/A,
2014,X,Ireland,World,World,TOTAL CPC,TOTAL MOT,854239,"$184,805,874",80921,,N/A,,N/A,
2014,X,Israel,World,World,TOTAL CPC,TOTAL MOT,854239,"$174,133,000",,,N/A,,N/A,
2014,X,Italy,World,World,TOTAL CPC,TOTAL MOT,854239,"$787,599,100",261260,,N/A,,N/A,
2014,X,C?te d'Ivoire,World,World,TOTAL CPC,TOTAL MOT,854239,"$56,056",281,,N/A,,kg,281
2014,X,Jamaica,World,World,TOTAL CPC,TOTAL MOT,854239,$96,1,,u,1,u,1
2014,X,Japan,World,World,TOTAL CPC,TOTAL MOT,854239,"$9,824,468,569",,,u,43508869852,N/A,
2014,X,Kazakhstan,World,World,TOTAL CPC,TOTAL MOT,854239,"$223,815",693,,N/A,,N/A,
2014,X,Jordan,World,World,TOTAL CPC,TOTAL MOT,854239,"$45,280",67,,N/A,,N/A,
2014,X,Rep. of Korea,World,World,TOTAL CPC,TOTAL MOT,854239,"$3,873,893,871",2148193,,N/A,,N/A,
2014,X,Kuwait,World,World,TOTAL CPC,TOTAL MOT,854239,"$4,023",215,,u,65,N/A,
2014,X,Lebanon,World,World,TOTAL CPC,TOTAL MOT,854239,"$47,617",355,,N/A,,N/A,
2014,X,Latvia,World,World,TOTAL CPC,TOTAL MOT,854239,"$4,151,162",1530,,N/A,,N/A,
2014,X,Lithuania,World,World,TOTAL CPC,TOTAL MOT,854239,"$2,804,114",423418,,N/A,,N/A,
2014,X,Luxembourg,World,World,TOTAL CPC,TOTAL MOT,854239,"$2,529,020",139126,,N/A,,N/A,
2014,X,Madagascar,World,World,TOTAL CPC,TOTAL MOT,854239,"$96,612",588,,u,158,u,158
2014,X,Malaysia,World,World,TOTAL CPC,TOTAL MOT,854239,"$7,195,102,825",,,u,19936528795,N/A,
2014,X,Malta,World,World,TOTAL CPC,TOTAL MOT,854239,"$92,854,539",174043,,N/A,,N/A,
2014,X,Mauritius,World,World,TOTAL CPC,TOTAL MOT,854239,"$2,001",46,,N/A,,N/A,
2014,X,Mexico,World,World,TOTAL CPC,TOTAL MOT,854239,"$138,120,662",,,N/A,,N/A,
2014,X,Hungary,World,World,TOTAL CPC,TOTAL MOT,854290,"$762,730",7397,,kg,7397,N/A,
2014,X,Iceland,World,World,TOTAL CPC,TOTAL MOT,854290,"$6,786",1643,,kg,1643,N/A,
2014,X,Indonesia,World,World,TOTAL CPC,TOTAL MOT,854290,"$89,925,845",360473,,kg,360473,N/A,
2014,X,Iran,World,World,TOTAL CPC,TOTAL MOT,854290,"$57,500",90,,kg,90,kg,90
2014,X,Ireland,World,World,TOTAL CPC,TOTAL MOT,854290,"$13,517,209",8885,,kg,8885,N/A,
2014,X,Israel,World,World,TOTAL CPC,TOTAL MOT,854290,"$28,181,000",,,N/A,,N/A,
2014,X,Italy,World,World,TOTAL CPC,TOTAL MOT,854290,"$34,013,126",1040781,,kg,1040781,N/A,
2014,X,C?te d'Ivoire,World,World,TOTAL CPC,TOTAL MOT,854290,$532,3,,kg,3,kg,3
2014,X,Jamaica,World,World,TOTAL CPC,TOTAL MOT,854290,"$4,772",12,,kg,12,kg,12
2014,X,Japan,World,World,TOTAL CPC,TOTAL MOT,854290,"$1,946,253,358",7235344,,kg,7235344,N/A,
2014,X,Rep. of Korea,World,World,TOTAL CPC,TOTAL MOT,854290,"$241,482,085",4160726,,kg,4160726,N/A,
2014,X,Kuwait,World,World,TOTAL CPC,TOTAL MOT,854290,$213,50,,kg,50,N/A,
2014,X,Lebanon,World,World,TOTAL CPC,TOTAL MOT,854290,"$84,563",620,,kg,620,N/A,
2014,X,Lesotho,World,World,TOTAL CPC,TOTAL MOT,854290,"$5,989",1,,kg,1,kg,1
2014,X,Latvia,World,World,TOTAL CPC,TOTAL MOT,854290,"$26,700",13,,kg,13,N/A,
2014,X,Lithuania,World,World,TOTAL CPC,TOTAL MOT,854290,"$248,661",11452,,kg,11452,N/A,
2014,X,Luxembourg,World,World,TOTAL CPC,TOTAL MOT,854290,"$404,227",891,,kg,891,N/A,
2014,X,Malaysia,World,World,TOTAL CPC,TOTAL MOT,854290,"$2,848,435,406",70101496,,kg,70101496,N/A,
2014,X,Malta,World,World,TOTAL CPC,TOTAL MOT,854290,"$75,080",148,,kg,148,N/A,
2014,X,Mexico,World,World,TOTAL CPC,TOTAL MOT,854290,"$219,048",9538,,kg,9538,kg,9538
2014,X,"Other Asia, nes",World,World,TOTAL CPC,TOTAL MOT,852352,"$53,094,595",773121,,u,199620236,N/A,
2014,X,Mongolia,World,World,TOTAL CPC,TOTAL MOT,852352,$503,2,,u,6,N/A,
2014,X,Rep. of Moldova,World,World,TOTAL CPC,TOTAL MOT,852352,"$51,558",94,,u,15322,N/A,
2014,X,Oman,World,World,TOTAL CPC,TOTAL MOT,852352,"$1,001",56,,N/A,,N/A,
2014,X,Namibia,World,World,TOTAL CPC,TOTAL MOT,852352,"$15,285",2228,,N/A,,N/A,
2014,X,Netherlands,World,World,TOTAL CPC,TOTAL MOT,852352,"$133,619,696",671501,,N/A,,u,78202060
2014,X,New Caledonia,World,World,TOTAL CPC,TOTAL MOT,852352,"$7,387",42,,N/A,,N/A,
2014,X,New Zealand,World,World,TOTAL CPC,TOTAL MOT,852352,"$10,764,898",,,N/A,,N/A,
2014,X,Nicaragua,World,World,TOTAL CPC,TOTAL MOT,852352,"$118,144",1826,,N/A,,N/A,
2014,X,Nigeria,World,World,TOTAL CPC,TOTAL MOT,852352,$189,,,N/A,,N/A,
2014,X,Norway,World,World,TOTAL CPC,TOTAL MOT,852352,"$54,510,112",79936,,u,14717160,N/A,
2014,X,Pakistan,World,World,TOTAL CPC,TOTAL MOT,852352,"$25,668",119,,u,1,N/A,
2014,X,Panama,World,World,TOTAL CPC,TOTAL MOT,852352,"$132,808",548,19595,N/A,,N/A,
2014,X,Paraguay,World,World,TOTAL CPC,TOTAL MOT,852352,"$1,230",5,,N/A,,N/A,
2014,X,Peru,World,World,TOTAL CPC,TOTAL MOT,852352,"$360,587",9251,,u,226315,u,226315
2014,X,Poland,World,World,TOTAL CPC,TOTAL MOT,852352,"$100,497,460",481270,,u,80427739,N/A,
2014,X,Portugal,World,World,TOTAL CPC,TOTAL MOT,852352,"$2,457,296",5401,,u,796186,N/A,
2014,X,Romania,World,World,TOTAL CPC,TOTAL MOT,852352,"$46,129,933",464793,,u,74973269,N/A,
2014,X,Russian Federation,World,World,TOTAL CPC,TOTAL MOT,852352,"$22,583,504",245924,,u,48981352,N/A,
2014,X,Rwanda,World,World,TOTAL CPC,TOTAL MOT,852352,$540,54,,N/A,,kg,54
2014,X,Saint Vincent and the Grenadines,World,World,TOTAL CPC,TOTAL MOT,852352,$473,3,,kg,3,kg,3
2014,X,Saudi Arabia,World,World,TOTAL CPC,TOTAL MOT,852352,"$627,802",16977,,N/A,,N/A,
