합계
1419861.0
1211998.0
1360976.0
1345131.0
1323051.0
1260221.0
1343615.0
1353593.0
1246032.0
1297926.0
1266152.0
1109316.0
1351533.0
1105367.0
1147626.0
935733.0
1102330.0
1131227.0
1295963.0
1371828.0
1378432.0
1358913.0
1221736.0
1147372.0
1406616.0
1301342.0
1526665.0
1034942.0
1178527.0
1163294.0
1399827.0
1599177.0
1613203.0
1568141.0
1777375.0
1832573.0
1753644.0
1533791.0
1561637.0
1637676.0
1698515.0
1734438.0
1930177.0
2073450.0
2283091.0
2247229.0
2197999.0
2170990.0
2141902.0
1909431.0
2409480.0
2015064.0
1865522.0
2279766.0
2665625.0
2512752.0
2599089.0
2434090.0
2414794.0
2172709.0
1458319.0
1273607.0
1696252.0
1591353.0
1813167.0
1736722.0
1653222.0
2004354.0
