합계
5596266.0
5341011.0
6680404.0
5600418.0
6528521.0
6775115.0
6070287.0
6934856.0
7877893.0
6861515.0
5875574.0
4498664.0
3447835.0
3384789.0
5025203.0
4341652.0
4205309.0
4583776.0
3707152.0
3974881.0
4277335.0
3786109.0
3696416.0
3652704.0
3182030.0
3485835.0
4153264.0
3548526.0
4145461.0
4194982.0
3753719.0
3877342.0
4515851.0
4155290.0
3991924.0
4489419.0
3997255.0
3974124.0
4747205.0
4411641.0
5033578.0
5824797.0
5223000.0
5674373.0
5852066.0
5534277.0
5631347.0
6352935.0
4883860.0
4663248.0
6094608.0
4629180.0
5306130.0
5733269.0
4891978.0
4481198.0
4673946.0
3650541.0
3011112.0
3144028.0
2228921.0
2280476.0
3343724.0
2493688.0
2732126.0
3779159.0
2866113.0
3378155.0
